"Type;""Id"";""FirstName"";""LastName"";""City"";""Country"";""Phone"";""OrderDate"";""TotalAmount"";""OrderNumber"";""UnitPrice"";""Quantity"";""ProductName"";""Package"";""IsDiscontinued""",,,
"Customer;44;""Renate"";""Messner"";""Frankfurt a.M."";""Germany"";""069-0245984"";""09/06/2018"";""3603","22"";""542902"";123","79;18;""ThÃ¼ringer Rostbratwurst"";""50 bags x 30 sausgs"";1",
"Customer;20;""Roland"";""Mendel"";""Graz"";""Austria"";""7675-3425"";""27/03/2018"";""3600","73"";""542828"";123","79;12;""ThÃ¼ringer Rostbratwurst"";""50 bags x 30 sausgs"";1",
"Customer;63;""Horst"";""Kloss"";""Cunewalde"";""Germany"";""0372-035188"";""20/03/2018"";""10164","8"";""542821"";123","79;40;""ThÃ¼ringer Rostbratwurst"";""50 bags x 30 sausgs"";1",
"Customer;37;""Patricia"";""McKenna"";""Cork"";""Ireland"";""2967 542"";""16/03/2018"";""6201","9"";""542817"";123","79;10;""ThÃ¼ringer Rostbratwurst"";""50 bags x 30 sausgs"";1",
"Customer;9;""Laurence"";""Lebihan"";""Marseille"";""France"";""91.24.45.40"";""09/04/2019"";""1057"";""543206"";9","2;10;""Teatime Chocolate Biscuits"";""10 boxes x 12 pieces"";0",,
"Customer;89;""Karl"";""Jablonski"";""Seattle"";""USA"";""(206) 555-4112"";""30/03/2019"";""928","75"";""543196"";9","2;42;""Teatime Chocolate Biscuits"";""10 boxes x 12 pieces"";0",
"Customer;34;""Mario"";""Pontes"";""Rio de Janeiro"";""Brazil"";""(21) 555-0091"";""14/02/2019"";""1402"";""543152"";9","2;35;""Teatime Chocolate Biscuits"";""10 boxes x 12 pieces"";0",,
"Customer;25;""Peter"";""Franken"";""MÃ¼nchen"";""Germany"";""089-0877310"";""04/02/2019"";""2974"";""543142"";9","2;50;""Teatime Chocolate Biscuits"";""10 boxes x 12 pieces"";0",,
"Customer;79;""Karin"";""Josephs"";""MÃ¼nster"";""Germany"";""0251-031259"";""21/12/2018"";""910","4"";""543097"";9","2;12;""Teatime Chocolate Biscuits"";""10 boxes x 12 pieces"";0",
"Customer;2;""Ana"";""Trujillo"";""MÃ©xico D.F."";""Mexico"";""(5) 555-4729"";""10/11/2018"";""514","4"";""543056"";9","2;7;""Teatime Chocolate Biscuits"";""10 boxes x 12 pieces"";0",
"Customer;90;""Matti"";""Karttunen"";""Helsinki"";""Finland"";""90-224 8858"";""25/10/2018"";""452","9"";""543040"";9","2;12;""Teatime Chocolate Biscuits"";""10 boxes x 12 pieces"";0",
"Customer;5;""Christina"";""Berglund"";""LuleÃ¥"";""Sweden"";""0921-12 34 65"";""20/09/2018"";""729","5"";""543005"";9","2;25;""Teatime Chocolate Biscuits"";""10 boxes x 12 pieces"";0",
"Customer;71;""Jose"";""Pavarotti"";""Boise"";""USA"";""(208) 555-8097"";""23/08/2018"";""6164","9"";""542977"";9","2;12;""Teatime Chocolate Biscuits"";""10 boxes x 12 pieces"";0",
"Customer;70;""Jonas"";""Bergulfsen"";""Stavern"";""Norway"";""07-98 92 35"";""07/08/2018"";""2684","4"";""542961"";9","2;2;""Teatime Chocolate Biscuits"";""10 boxes x 12 pieces"";0",
"Customer;47;""Felipe"";""Izquierdo"";""I. de Margarita"";""Venezuela"";""(8) 34-56-12"";""18/07/2018"";""852"";""542941"";9","2;15;""Teatime Chocolate Biscuits"";""10 boxes x 12 pieces"";0",,
"Customer;88;""Paula"";""Parente"";""Resende"";""Brazil"";""(14) 555-8122"";""10/07/2018"";""1255","8"";""542933"";9","2;24;""Teatime Chocolate Biscuits"";""10 boxes x 12 pieces"";0",
"Customer;63;""Horst"";""Kloss"";""Cunewalde"";""Germany"";""0372-035188"";""25/06/2018"";""770"";""542918"";9","2;50;""Teatime Chocolate Biscuits"";""10 boxes x 12 pieces"";0",,
"Customer;71;""Jose"";""Pavarotti"";""Boise"";""USA"";""(208) 555-8097"";""09/04/2018"";""4451","7"";""542841"";9","2;12;""Teatime Chocolate Biscuits"";""10 boxes x 12 pieces"";0",
"Customer;27;""Paolo"";""Accorti"";""Torino"";""Italy"";""011-4988260"";""08/04/2018"";""93","5"";""542840"";9","2;5;""Teatime Chocolate Biscuits"";""10 boxes x 12 pieces"";0",
"Customer;47;""Felipe"";""Izquierdo"";""I. de Margarita"";""Venezuela"";""(8) 34-56-12"";""26/03/2018"";""1073","9"";""542827"";9","2;7;""Teatime Chocolate Biscuits"";""10 boxes x 12 pieces"";0",
"Customer;32;""Howard"";""Snyder"";""Eugene"";""USA"";""(503) 555-7555"";""10/03/2018"";""1327"";""542811"";9","2;30;""Teatime Chocolate Biscuits"";""10 boxes x 12 pieces"";0",,
"Customer;80;""Miguel"";""Angel Paolino"";""MÃ©xico D.F."";""Mexico"";""(5) 555-2933"";""05/03/2018"";""534","85"";""542806"";9","2;7;""Teatime Chocolate Biscuits"";""10 boxes x 12 pieces"";0",
"Customer;35;""Carlos"";""HernÃ¡ndez"";""San CristÃ³bal"";""Venezuela"";""(5) 555-1340"";""19/03/2019"";""1727","5"";""543185"";53;20;""Manjimup Dried Apples"";""50 - 300 g pkgs"";0",,
"Customer;10;""Elizabeth"";""Lincoln"";""Tsawassen"";""Canada"";""(604) 555-4729"";""09/03/2019"";""1309","5"";""543175"";53;24;""Manjimup Dried Apples"";""50 - 300 g pkgs"";0",,
"Customer;27;""Paolo"";""Accorti"";""Torino"";""Italy"";""011-4988260"";""18/02/2019"";""1030"";""543156"";53;10;""Manjimup Dried Apples"";""50 - 300 g pkgs"";0",,,
"Customer;63;""Horst"";""Kloss"";""Cunewalde"";""Germany"";""0372-035188"";""13/02/2019"";""6941","49"";""543151"";53;44;""Manjimup Dried Apples"";""50 - 300 g pkgs"";0",,
"Customer;56;""Henriette"";""Pfalzheim"";""KÃ¶ln"";""Germany"";""0221-0644327"";""22/01/2019"";""1261"";""543129"";53;15;""Manjimup Dried Apples"";""50 - 300 g pkgs"";0",,,
"Customer;58;""Guillermo"";""FernÃ¡ndez"";""MÃ©xico D.F."";""Mexico"";""(5) 552-3745"";""18/01/2019"";""1196"";""543125"";53;20;""Manjimup Dried Apples"";""50 - 300 g pkgs"";0",,,
"Customer;24;""Maria"";""Larsson"";""BrÃ¤cke"";""Sweden"";""0695-34 67 21"";""31/12/2018"";""2233"";""543107"";53;10;""Manjimup Dried Apples"";""50 - 300 g pkgs"";0",,,
"Customer;55;""Rene"";""Phillips"";""Anchorage"";""USA"";""(907) 555-7584"";""19/12/2018"";""848"";""543095"";53;16;""Manjimup Dried Apples"";""50 - 300 g pkgs"";0",,,
"Customer;6;""Hanna"";""Moos"";""Mannheim"";""Germany"";""0621-08460"";""10/12/2018"";""677"";""543086"";53;8;""Manjimup Dried Apples"";""50 - 300 g pkgs"";0",,,
"Customer;30;""JosÃ©"";""Pedro Freyre"";""Sevilla"";""Spain"";""(95) 555 82 82"";""02/12/2018"";""2362","25"";""543078"";53;40;""Manjimup Dried Apples"";""50 - 300 g pkgs"";0",,
"Customer;91;""Zbyszek"";""Piestrzeniewicz"";""Warszawa"";""Poland"";""(26) 642-7012"";""15/09/2018"";""160"";""543000"";53;2;""Manjimup Dried Apples"";""50 - 300 g pkgs"";0",,,
"Customer;26;""Carine"";""Schmitt"";""Nantes"";""France"";""40.32.21.21"";""05/09/2018"";""519"";""542990"";53;3;""Manjimup Dried Apples"";""50 - 300 g pkgs"";0",,,
"Customer;84;""Mary"";""Saveley"";""Lyon"";""France"";""78.32.54.86"";""19/08/2018"";""212"";""542973"";53;4;""Manjimup Dried Apples"";""50 - 300 g pkgs"";0",,,
"Customer;75;""Art"";""Braunschweiger"";""Lander"";""USA"";""(307) 555-4680"";""28/07/2018"";""678"";""542951"";53;6;""Manjimup Dried Apples"";""50 - 300 g pkgs"";0",,,
"Customer;73;""Jytte"";""Petersen"";""Kobenhavn"";""Denmark"";""31 12 34 56"";""09/07/2018"";""3923","75"";""542932"";53;30;""Manjimup Dried Apples"";""50 - 300 g pkgs"";0",,
"Customer;72;""Hari"";""Kumar"";""London"";""UK"";""(171) 555-1717"";""07/07/2018"";""1632","15"";""542930"";53;10;""Manjimup Dried Apples"";""50 - 300 g pkgs"";0",,
"Customer;20;""Roland"";""Mendel"";""Graz"";""Austria"";""7675-3425"";""13/06/2018"";""6984","5"";""542906"";53;120;""Manjimup Dried Apples"";""50 - 300 g pkgs"";0",,
"Customer;24;""Maria"";""Larsson"";""BrÃ¤cke"";""Sweden"";""0695-34 67 21"";""30/05/2018"";""4337"";""542892"";53;28;""Manjimup Dried Apples"";""50 - 300 g pkgs"";0",,,
"Customer;14;""Yang"";""Wang"";""Bern"";""Switzerland"";""0452-076545"";""29/04/2018"";""1990"";""542861"";53;30;""Manjimup Dried Apples"";""50 - 300 g pkgs"";0",,,
"Customer;64;""Sergio"";""GutiÃ©rrez"";""Buenos Aires"";""Argentina"";""(1) 123-5555"";""14/04/2018"";""706"";""542846"";53;7;""Manjimup Dried Apples"";""50 - 300 g pkgs"";0",,,
"Customer;31;""AndrÃ©"";""Fonseca"";""Campinas"";""Brazil"";""(11) 555-9482"";""07/04/2018"";""3424"";""542839"";53;28;""Manjimup Dried Apples"";""50 - 300 g pkgs"";0",,,
"Customer;6;""Hanna"";""Moos"";""Mannheim"";""Germany"";""0621-08460"";""22/03/2019"";""858"";""543188"";28","5;4;""Sirop d'Ã©rable"";""24 - 500 ml bottles"";0",,
"Customer;34;""Mario"";""Pontes"";""Rio de Janeiro"";""Brazil"";""(21) 555-0091"";""16/03/2019"";""1665"";""543182"";28","5;10;""Sirop d'Ã©rable"";""24 - 500 ml bottles"";0",,
"Customer;15;""Pedro"";""Afonso"";""Sao Paulo"";""Brazil"";""(11) 555-7647"";""06/03/2019"";""405","75"";""543172"";28","5;4;""Sirop d'Ã©rable"";""24 - 500 ml bottles"";0",
"Customer;55;""Rene"";""Phillips"";""Anchorage"";""USA"";""(907) 555-7584"";""26/02/2019"";""554","4"";""543164"";28","5;6;""Sirop d'Ã©rable"";""24 - 500 ml bottles"";0",
"Customer;91;""Zbyszek"";""Piestrzeniewicz"";""Warszawa"";""Poland"";""(26) 642-7012"";""21/01/2019"";""686"";""543128"";28","5;7;""Sirop d'Ã©rable"";""24 - 500 ml bottles"";0",,
"Customer;20;""Roland"";""Mendel"";""Graz"";""Austria"";""7675-3425"";""13/01/2019"";""4931"";""543120"";28","5;66;""Sirop d'Ã©rable"";""24 - 500 ml bottles"";0",,
"Customer;38;""Helen"";""Bennett"";""Cowes"";""UK"";""(198) 555-8888"";""17/11/2018"";""920","6"";""543063"";28","5;30;""Sirop d'Ã©rable"";""24 - 500 ml bottles"";0",
"Customer;90;""Matti"";""Karttunen"";""Helsinki"";""Finland"";""90-224 8858"";""25/10/2018"";""452","9"";""543040"";28","5;5;""Sirop d'Ã©rable"";""24 - 500 ml bottles"";0",
"Customer;91;""Zbyszek"";""Piestrzeniewicz"";""Warszawa"";""Poland"";""(26) 642-7012"";""21/10/2018"";""427","5"";""543036"";28","5;15;""Sirop d'Ã©rable"";""24 - 500 ml bottles"";0",
"Customer;24;""Maria"";""Larsson"";""BrÃ¤cke"";""Sweden"";""0695-34 67 21"";""25/09/2018"";""1875"";""543010"";28","5;30;""Sirop d'Ã©rable"";""24 - 500 ml bottles"";0",,
"Customer;84;""Mary"";""Saveley"";""Lyon"";""France"";""78.32.54.86"";""21/07/2018"";""2070"";""542944"";28","5;30;""Sirop d'Ã©rable"";""24 - 500 ml bottles"";0",,
"Customer;83;""Palle"";""Ibsen"";""Ã…rhus"";""Denmark"";""86 21 32 43"";""06/06/2018"";""1704"";""542899"";28","5;20;""Sirop d'Ã©rable"";""24 - 500 ml bottles"";0",,
"Customer;45;""Jaime"";""Yorres"";""San Francisco"";""USA"";""(415) 555-5938"";""03/05/2018"";""596"";""542865"";28","5;20;""Sirop d'Ã©rable"";""24 - 500 ml bottles"";0",,
"Customer;51;""Jean"";""FresniÃ¨re"";""MontrÃ©al"";""Canada"";""(514) 555-8054"";""22/04/2018"";""638","5"";""542854"";28","5;5;""Sirop d'Ã©rable"";""24 - 500 ml bottles"";0",
"Customer;64;""Sergio"";""GutiÃ©rrez"";""Buenos Aires"";""Argentina"";""(1) 123-5555"";""14/04/2018"";""706"";""542846"";28","5;10;""Sirop d'Ã©rable"";""24 - 500 ml bottles"";0",,
"Customer;65;""Paula"";""Wilson"";""Albuquerque"";""USA"";""(505) 555-5939)"";""10/04/2019"";""1374","6"";""543207"";9","65;3;""Jack's New England Clam Chowder"";""12 - 12 oz cans"";0",
"Customer;20;""Roland"";""Mendel"";""Graz"";""Austria"";""7675-3425"";""05/04/2019"";""5218"";""543202"";9","65;40;""Jack's New England Clam Chowder"";""12 - 12 oz cans"";0",,
"Customer;17;""Sven"";""Ottlieb"";""Aachen"";""Germany"";""0241-039123"";""31/03/2019"";""86","85"";""543197"";9","65;9;""Jack's New England Clam Chowder"";""12 - 12 oz cans"";0",
"Customer;71;""Jose"";""Pavarotti"";""Boise"";""USA"";""(208) 555-8097"";""28/03/2019"";""4722","3"";""543194"";9","65;12;""Jack's New England Clam Chowder"";""12 - 12 oz cans"";0",
"Customer;37;""Patricia"";""McKenna"";""Cork"";""Ireland"";""2967 542"";""27/03/2019"";""1445","5"";""543193"";9","65;30;""Jack's New England Clam Chowder"";""12 - 12 oz cans"";0",
"Customer;47;""Felipe"";""Izquierdo"";""I. de Margarita"";""Venezuela"";""(8) 34-56-12"";""06/02/2019"";""270","2"";""543144"";9","65;28;""Jack's New England Clam Chowder"";""12 - 12 oz cans"";0",
"Customer;56;""Henriette"";""Pfalzheim"";""KÃ¶ln"";""Germany"";""0221-0644327"";""22/01/2019"";""1261"";""543129"";9","65;20;""Jack's New England Clam Chowder"";""12 - 12 oz cans"";0",,
"Customer;24;""Maria"";""Larsson"";""BrÃ¤cke"";""Sweden"";""0695-34 67 21"";""16/01/2019"";""6527","25"";""543123"";9","65;35;""Jack's New England Clam Chowder"";""12 - 12 oz cans"";0",
"Customer;61;""Bernardo"";""Batista"";""Rio de Janeiro"";""Brazil"";""(21) 555-4252"";""12/01/2019"";""1353","6"";""543119"";9","65;4;""Jack's New England Clam Chowder"";""12 - 12 oz cans"";0",
"Customer;40;""Daniel"";""Tonini"";""Versailles"";""France"";""30.59.84.10"";""27/12/2018"";""291","55"";""543103"";9","65;6;""Jack's New England Clam Chowder"";""12 - 12 oz cans"";0",
"Customer;35;""Carlos"";""HernÃ¡ndez"";""San CristÃ³bal"";""Venezuela"";""(5) 555-1340"";""14/12/2018"";""276","6"";""543090"";9","65;24;""Jack's New England Clam Chowder"";""12 - 12 oz cans"";0",
"Customer;68;""Michael"";""Holz"";""GenÃ¨ve"";""Switzerland"";""0897-034214"";""05/12/2018"";""482","9"";""543081"";9","65;6;""Jack's New England Clam Chowder"";""12 - 12 oz cans"";0",
"Customer;70;""Jonas"";""Bergulfsen"";""Stavern"";""Norway"";""07-98 92 35"";""24/10/2018"";""670"";""543039"";9","65;5;""Jack's New England Clam Chowder"";""12 - 12 oz cans"";0",,
"Customer;35;""Carlos"";""HernÃ¡ndez"";""San CristÃ³bal"";""Venezuela"";""(5) 555-1340"";""16/10/2018"";""934","5"";""543031"";9","65;30;""Jack's New England Clam Chowder"";""12 - 12 oz cans"";0",
"Customer;18;""Janine"";""Labrune"";""Nantes"";""France"";""40.67.88.88"";""05/10/2018"";""860","1"";""543020"";9","65;14;""Jack's New England Clam Chowder"";""12 - 12 oz cans"";0",
"Customer;24;""Maria"";""Larsson"";""BrÃ¤cke"";""Sweden"";""0695-34 67 21"";""31/07/2018"";""250","8"";""542954"";9","65;12;""Jack's New England Clam Chowder"";""12 - 12 oz cans"";0",
"Customer;49;""Giovanni"";""Rovelli"";""Bergamo"";""Italy"";""035-640230"";""25/07/2018"";""833"";""542948"";9","65;20;""Jack's New England Clam Chowder"";""12 - 12 oz cans"";0",,
"Customer;84;""Mary"";""Saveley"";""Lyon"";""France"";""78.32.54.86"";""21/07/2018"";""2070"";""542944"";9","65;20;""Jack's New England Clam Chowder"";""12 - 12 oz cans"";0",,
"Customer;4;""Thomas"";""Hardy"";""London"";""UK"";""(171) 555-7788"";""30/06/2018"";""191","1"";""542923"";9","65;14;""Jack's New England Clam Chowder"";""12 - 12 oz cans"";0",
"Customer;25;""Peter"";""Franken"";""MÃ¼nchen"";""Germany"";""089-0877310"";""28/06/2018"";""1926","06"";""542921"";9","65;20;""Jack's New England Clam Chowder"";""12 - 12 oz cans"";0",
"Customer;5;""Christina"";""Berglund"";""LuleÃ¥"";""Sweden"";""0921-12 34 65"";""15/06/2018"";""96","5"";""542908"";9","65;10;""Jack's New England Clam Chowder"";""12 - 12 oz cans"";0",
"Customer;83;""Palle"";""Ibsen"";""Ã…rhus"";""Denmark"";""86 21 32 43"";""06/06/2018"";""1704"";""542899"";9","65;30;""Jack's New England Clam Chowder"";""12 - 12 oz cans"";0",,
"Customer;59;""Georg"";""Pipps"";""Salzburg"";""Austria"";""6562-9722)"";""15/05/2018"";""1912","85"";""542877"";9","65;35;""Jack's New England Clam Chowder"";""12 - 12 oz cans"";0",
"Customer;85;""Paul"";""Henriot"";""Reims"";""France"";""26.47.15.10"";""05/05/2018"";""139","8"";""542867"";9","65;12;""Jack's New England Clam Chowder"";""12 - 12 oz cans"";0",
"Customer;21;""Aria"";""Cruz"";""Sao Paulo"";""Brazil"";""(11) 555-9857"";""23/04/2018"";""287","8"";""542855"";9","65;12;""Jack's New England Clam Chowder"";""12 - 12 oz cans"";0",
"Customer;71;""Jose"";""Pavarotti"";""Boise"";""USA"";""(208) 555-8097"";""09/04/2018"";""4451","7"";""542841"";9","65;42;""Jack's New England Clam Chowder"";""12 - 12 oz cans"";0",
"Customer;31;""AndrÃ©"";""Fonseca"";""Campinas"";""Brazil"";""(11) 555-9482"";""14/03/2018"";""801","1"";""542815"";9","65;4;""Jack's New England Clam Chowder"";""12 - 12 oz cans"";0",
"Customer;71;""Jose"";""Pavarotti"";""Boise"";""USA"";""(208) 555-8097"";""07/03/2018"";""5256","5"";""542808"";9","65;120;""Jack's New England Clam Chowder"";""12 - 12 oz cans"";0",
"Customer;65;""Paula"";""Wilson"";""Albuquerque"";""USA"";""(505) 555-5939)"";""10/04/2019"";""1374","6"";""543207"";34;2;""Camembert Pierrot"";""15 - 300 g rounds"";0",,
"Customer;32;""Howard"";""Snyder"";""Eugene"";""USA"";""(503) 555-7555"";""25/03/2019"";""510"";""543191"";34;15;""Camembert Pierrot"";""15 - 300 g rounds"";0",,,
"Customer;27;""Paolo"";""Accorti"";""Torino"";""Italy"";""011-4988260"";""24/03/2019"";""266"";""543190"";34;4;""Camembert Pierrot"";""15 - 300 g rounds"";0",,,
"Customer;67;""Janete"";""Limeira"";""Rio de Janeiro"";""Brazil"";""(21) 555-3412"";""23/03/2019"";""1838"";""543189"";34;35;""Camembert Pierrot"";""15 - 300 g rounds"";0",,,
"Customer;6;""Hanna"";""Moos"";""Mannheim"";""Germany"";""0621-08460"";""22/03/2019"";""858"";""543188"";34;21;""Camembert Pierrot"";""15 - 300 g rounds"";0",,,
"Customer;19;""Ann"";""Devon"";""London"";""UK"";""(171) 555-0297"";""20/03/2019"";""3740"";""543186"";34;50;""Camembert Pierrot"";""15 - 300 g rounds"";0",,,
"Customer;25;""Peter"";""Franken"";""MÃ¼nchen"";""Germany"";""089-0877310"";""04/02/2019"";""2974"";""543142"";34;36;""Camembert Pierrot"";""15 - 300 g rounds"";0",,,
"Customer;30;""JosÃ©"";""Pedro Freyre"";""Sevilla"";""Spain"";""(95) 555 82 82"";""01/02/2019"";""702"";""543139"";34;9;""Camembert Pierrot"";""15 - 300 g rounds"";0",,,
"Customer;58;""Guillermo"";""FernÃ¡ndez"";""MÃ©xico D.F."";""Mexico"";""(5) 552-3745"";""18/01/2019"";""1196"";""543125"";34;4;""Camembert Pierrot"";""15 - 300 g rounds"";0",,,
"Customer;28;""Lino"";""Rodriguez"";""Lisboa"";""Portugal"";""(1) 354-2534"";""17/12/2018"";""68"";""543093"";34;2;""Camembert Pierrot"";""15 - 300 g rounds"";0",,,
"Customer;47;""Felipe"";""Izquierdo"";""I. de Margarita"";""Venezuela"";""(8) 34-56-12"";""08/12/2018"";""1902","1"";""543084"";34;24;""Camembert Pierrot"";""15 - 300 g rounds"";0",,
"Customer;63;""Horst"";""Kloss"";""Cunewalde"";""Germany"";""0372-035188"";""22/11/2018"";""3642","5"";""543068"";34;49;""Camembert Pierrot"";""15 - 300 g rounds"";0",,
"Customer;10;""Elizabeth"";""Lincoln"";""Tsawassen"";""Canada"";""(604) 555-4729"";""02/11/2018"";""1930"";""543048"";34;25;""Camembert Pierrot"";""15 - 300 g rounds"";0",,,
"Customer;69;""Alejandra"";""Camino"";""Madrid"";""Spain"";""(91) 745 6200"";""01/11/2018"";""365","89"";""543047"";34;10;""Camembert Pierrot"";""15 - 300 g rounds"";0",,
"Customer;20;""Roland"";""Mendel"";""Graz"";""Austria"";""7675-3425"";""10/10/2018"";""6379","4"";""543025"";34;100;""Camembert Pierrot"";""15 - 300 g rounds"";0",,
"Customer;71;""Jose"";""Pavarotti"";""Boise"";""USA"";""(208) 555-8097"";""23/08/2018"";""6164","9"";""542977"";34;45;""Camembert Pierrot"";""15 - 300 g rounds"";0",,
"Customer;20;""Roland"";""Mendel"";""Graz"";""Austria"";""7675-3425"";""12/08/2018"";""4705","5"";""542966"";34;60;""Camembert Pierrot"";""15 - 300 g rounds"";0",,
"Customer;81;""Anabela"";""Domingues"";""Sao Paulo"";""Brazil"";""(11) 555-2167"";""06/08/2018"";""1974"";""542960"";34;30;""Camembert Pierrot"";""15 - 300 g rounds"";0",,,
"Customer;38;""Helen"";""Bennett"";""Cowes"";""UK"";""(198) 555-8888"";""05/08/2018"";""1764"";""542959"";34;21;""Camembert Pierrot"";""15 - 300 g rounds"";0",,,
"Customer;4;""Thomas"";""Hardy"";""London"";""UK"";""(171) 555-7788"";""05/06/2018"";""1477"";""542898"";34;15;""Camembert Pierrot"";""15 - 300 g rounds"";0",,,
"Customer;10;""Elizabeth"";""Lincoln"";""Tsawassen"";""Canada"";""(604) 555-4729"";""10/05/2018"";""3118"";""542872"";34;50;""Camembert Pierrot"";""15 - 300 g rounds"";0",,,
"Customer;62;""LÃºcia"";""Carvalho"";""Sao Paulo"";""Brazil"";""(11) 555-1189"";""26/04/2018"";""1296","75"";""542858"";34;15;""Camembert Pierrot"";""15 - 300 g rounds"";0",,
"Customer;31;""AndrÃ©"";""Fonseca"";""Campinas"";""Brazil"";""(11) 555-9482"";""07/04/2018"";""3424"";""542839"";34;10;""Camembert Pierrot"";""15 - 300 g rounds"";0",,,
"Customer;56;""Henriette"";""Pfalzheim"";""KÃ¶ln"";""Germany"";""0221-0644327"";""13/03/2018"";""1768"";""542814"";34;30;""Camembert Pierrot"";""15 - 300 g rounds"";0",,,
"Customer;65;""Paula"";""Wilson"";""Albuquerque"";""USA"";""(505) 555-5939)"";""10/04/2019"";""1374","6"";""543207"";19;24;""Chang"";""24 - 12 oz bottles"";0",,
"Customer;20;""Roland"";""Mendel"";""Graz"";""Austria"";""7675-3425"";""05/04/2019"";""5218"";""543202"";19;8;""Chang"";""24 - 12 oz bottles"";0",,,
"Customer;44;""Renate"";""Messner"";""Frankfurt a.M."";""Germany"";""069-0245984"";""03/04/2019"";""1873","5"";""543200"";19;20;""Chang"";""24 - 12 oz bottles"";0",,
"Customer;31;""AndrÃ©"";""Fonseca"";""Campinas"";""Brazil"";""(11) 555-9482"";""13/03/2019"";""342"";""543179"";19;10;""Chang"";""24 - 12 oz bottles"";0",,,
"Customer;14;""Yang"";""Wang"";""Bern"";""Switzerland"";""0452-076545"";""05/03/2019"";""1887"";""543171"";19;30;""Chang"";""24 - 12 oz bottles"";0",,,
"Customer;71;""Jose"";""Pavarotti"";""Boise"";""USA"";""(208) 555-8097"";""22/02/2019"";""16321","9"";""543160"";19;100;""Chang"";""24 - 12 oz bottles"";0",,
"Customer;63;""Horst"";""Kloss"";""Cunewalde"";""Germany"";""0372-035188"";""13/02/2019"";""6941","49"";""543151"";19;11;""Chang"";""24 - 12 oz bottles"";0",,
"Customer;63;""Horst"";""Kloss"";""Cunewalde"";""Germany"";""0372-035188"";""14/01/2019"";""2870"";""543121"";19;50;""Chang"";""24 - 12 oz bottles"";0",,,
"Customer;49;""Giovanni"";""Rovelli"";""Bergamo"";""Italy"";""035-640230"";""23/11/2018"";""750"";""543069"";19;10;""Chang"";""24 - 12 oz bottles"";0",,,
"Customer;30;""JosÃ©"";""Pedro Freyre"";""Sevilla"";""Spain"";""(95) 555 82 82"";""03/10/2018"";""605"";""543018"";19;20;""Chang"";""24 - 12 oz bottles"";0",,,
"Customer;76;""Pascale"";""Cartrain"";""Charleroi"";""Belgium"";""(071) 23 67 22 20"";""30/09/2018"";""1209"";""543015"";19;20;""Chang"";""24 - 12 oz bottles"";0",,,
"Customer;5;""Christina"";""Berglund"";""LuleÃ¥"";""Sweden"";""0921-12 34 65"";""11/09/2018"";""1461","6"";""542996"";19;21;""Chang"";""24 - 12 oz bottles"";0",,
"Customer;3;""Antonio"";""Moreno"";""MÃ©xico D.F."";""Mexico"";""(5) 555-3932"";""01/09/2018"";""660"";""542986"";19;20;""Chang"";""24 - 12 oz bottles"";0",,,
"Customer;65;""Paula"";""Wilson"";""Albuquerque"";""USA"";""(505) 555-5939)"";""28/08/2018"";""2984"";""542982"";19;15;""Chang"";""24 - 12 oz bottles"";0",,,
"Customer;67;""Janete"";""Limeira"";""Rio de Janeiro"";""Brazil"";""(21) 555-3412"";""27/08/2018"";""2740"";""542981"";19;5;""Chang"";""24 - 12 oz bottles"";0",,,
"Customer;38;""Helen"";""Bennett"";""Cowes"";""UK"";""(198) 555-8888"";""05/08/2018"";""1764"";""542959"";19;10;""Chang"";""24 - 12 oz bottles"";0",,,
"Customer;67;""Janete"";""Limeira"";""Rio de Janeiro"";""Brazil"";""(21) 555-3412"";""20/07/2018"";""648"";""542943"";19;12;""Chang"";""24 - 12 oz bottles"";0",,,
"Customer;84;""Mary"";""Saveley"";""Lyon"";""France"";""78.32.54.86"";""13/07/2018"";""572","1"";""542936"";19;20;""Chang"";""24 - 12 oz bottles"";0",,
"Customer;91;""Zbyszek"";""Piestrzeniewicz"";""Warszawa"";""Poland"";""(26) 642-7012"";""29/06/2018"";""399","85"";""542922"";19;10;""Chang"";""24 - 12 oz bottles"";0",,
"Customer;41;""Annette"";""Roulet"";""Toulouse"";""France"";""61.77.61.10"";""24/06/2018"";""2760","8"";""542917"";19;15;""Chang"";""24 - 12 oz bottles"";0",,
"Customer;56;""Henriette"";""Pfalzheim"";""KÃ¶ln"";""Germany"";""0221-0644327"";""03/06/2018"";""2310"";""542896"";19;40;""Chang"";""24 - 12 oz bottles"";0",,,
"Customer;4;""Thomas"";""Hardy"";""London"";""UK"";""(171) 555-7788"";""09/05/2018"";""285"";""542871"";19;15;""Chang"";""24 - 12 oz bottles"";0",,,
"Customer;71;""Jose"";""Pavarotti"";""Boise"";""USA"";""(208) 555-8097"";""20/04/2018"";""1570"";""542852"";19;3;""Chang"";""24 - 12 oz bottles"";0",,,
"Customer;71;""Jose"";""Pavarotti"";""Boise"";""USA"";""(208) 555-8097"";""12/04/2018"";""2941"";""542844"";19;30;""Chang"";""24 - 12 oz bottles"";0",,,
"Customer;24;""Maria"";""Larsson"";""BrÃ¤cke"";""Sweden"";""0695-34 67 21"";""01/04/2018"";""2545"";""542833"";19;5;""Chang"";""24 - 12 oz bottles"";0",,,
